direccion,latitude,longitude,numero,compromiso,accion,eje,Area temática,anio,Barrio,Comuna,descripcion
,-35,-58,2,Duplicar el reciclado de basura (2019),Punto Verde Plaza Echeverria,,,,,,
,-35,-58,2,Duplicar el reciclado de basura (2019),Punto Verde Plaza Alberdi,,,,,,
,-35,-59,2,Duplicar el reciclado de basura (2019),Punto Verde Plaza Martin Rodriguez,,,,,,
,-35,-58,2,Duplicar el reciclado de basura (2019),Punto Verde Plaza Zapiola,,,,,,
,-35,-58,2,Duplicar el reciclado de basura (2019),Punto Verde Ciudad Universitaria,,,,,,
,-35,-58,2,Duplicar el reciclado de basura (2019),Punto Verde Plaza Castelli,,,,,,
,-35,-58,2,Duplicar el reciclado de basura (2019),Punto Verde Plaza Mafalda,,,,,,
,-35,-58,2,Duplicar el reciclado de basura (2019),Punto Verde Plaza Republica de Peru,,,,,,
,-35,-58,2,Duplicar el reciclado de basura (2019),Punto Verde Plaza Benito Nazar,,,,,,
,-35,-58,2,Duplicar el reciclado de basura (2019),Punto Verde Plaza Malaver,,,,,,
,-35,-58,2,Duplicar el reciclado de basura (2019),Punto Verde Plaza Nobel,,,,,,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Centro CONIN Barracas,Creatividad e Innovación,,2017,BARRACAS,4,Duplicar puntos de acceso WiFi (Centro CONIN Barracas)
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Entorno CEC - Parque Thays,Creatividad e Innovación,,2017,RECOLETA,2,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Entrada Costanera Sur Reserva ecológica,Creatividad e Innovación,,2017,PUERTO MADERO,1,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Arias,Creatividad e Innovación,,2017,NUÑEZ,13,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Besares,Creatividad e Innovación,,2017,NUÑEZ,13,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Campos Salles,Creatividad e Innovación,,2017,NUÑEZ,13,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Congreso,Creatividad e Innovación,,2017,NUÑEZ,13,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Correa,Creatividad e Innovación,,2017,SAAVEDRA,12,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Crisologo Larralde,Creatividad e Innovación,,2017,NUÑEZ,13,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Deheza,Creatividad e Innovación,,2017,SAAVEDRA,12,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación General Paz,Creatividad e Innovación,,2017,SAAVEDRA,12,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Iberá (2),Creatividad e Innovación,,2017,NUÑEZ,13,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Juana Azurduy,Creatividad e Innovación,,2017,NUÑEZ,13,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Manuela Pedraza,Creatividad e Innovación,,2017,NUÑEZ,13,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Manzanares,Creatividad e Innovación,,2017,SAAVEDRA,12,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Nuñez (2),Creatividad e Innovación,,2017,NUÑEZ,13,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Paroissien,Creatividad e Innovación,,2017,SAAVEDRA,12,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Pico,Creatividad e Innovación,,2017,SAAVEDRA,12,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Quesada,Creatividad e Innovación,,2017,NUÑEZ,13,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Ramallo,Creatividad e Innovación,,2017,NUÑEZ,13,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Roosevelt,Creatividad e Innovación,,2017,BELGRANO,13,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Ruiz Huidobro,Creatividad e Innovación,,2017,SAAVEDRA,12,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Ugarte,Creatividad e Innovación,,2017,BELGRANO,13,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Estación Vilela,Creatividad e Innovación,,2017,NUÑEZ,13,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Manzana Cívica,Creatividad e Innovación,,2017,PARQUE PATRICIOS,4,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST AV LA PLATA,Creatividad e Innovación,,2017,NUEVA POMPEYA,4,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST BERG 1,Creatividad e Innovación,,2017,VILLA SOLDATI,8,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST BOEDO,Creatividad e Innovación,,2017,BOEDO,5,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST CASEROS,Creatividad e Innovación,,2017,NUEVA POMPEYA,4,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST DEL BARCO CENTENERA,Creatividad e Innovación,,2017,NUEVA POMPEYA,4,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST ENTRE RIOS,Creatividad e Innovación,,2017,PARQUE PATRICIOS,4,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST ESCALADA 1,Creatividad e Innovación,,2017,VILLA SOLDATI,8,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST ESCALADA 2,Creatividad e Innovación,,2017,VILLA RIACHUELO,8,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST ESTADIO PARQUE ROCA,Creatividad e Innovación,,2017,VILLA SOLDATI,8,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST GARRAHAM,Creatividad e Innovación,,2017,PARQUE PATRICIOS,4,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST GRIERSON,Creatividad e Innovación,,2017,VILLA SOLDATI,8,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST LA RIOJA 1,Creatividad e Innovación,,2017,PARQUE PATRICIOS,4,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST LA RIOJA 2,Creatividad e Innovación,,2017,PARQUE PATRICIOS,4,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST LACARRA,Creatividad e Innovación,,2017,VILLA SOLDATI,8,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST LAFUENTE 1,Creatividad e Innovación,,2017,VILLA SOLDATI,8,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST LAFUENTE 2,Creatividad e Innovación,,2017,VILLA SOLDATI,8,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST LAGUNA,Creatividad e Innovación,,2017,VILLA SOLDATI,8,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST LARRAZABAL 1,Creatividad e Innovación,,2017,VILLA RIACHUELO,8,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST LISANDRO DE LA TORRE 1,Creatividad e Innovación,,2017,VILLA LUGANO,8,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST MARIANO ACOSTA,Creatividad e Innovación,,2017,VILLA SOLDATI,8,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST PARQUE ROCA,Creatividad e Innovación,,2017,VILLA SOLDATI,8,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST PERITO MORENO,Creatividad e Innovación,,2017,FLORES,7,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST PICHINCHA,Creatividad e Innovación,,2017,SAN CRISTOBAL,3,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST PIEDRABUENA 1,Creatividad e Innovación,,2017,VILLA RIACHUELO,8,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST POLA,Creatividad e Innovación,,2017,VILLA LUGANO,8,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST POLIDEPORTIVO SAN LORENZO,Creatividad e Innovación,,2017,FLORES,7,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST SOLDADO DE LA FRONTERA,Creatividad e Innovación,,2017,VILLA RIACHUELO,8,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST VARELA 1,Creatividad e Innovación,,2017,VILLA SOLDATI,8,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus del Sur - EST VARELA 2,Creatividad e Innovación,,2017,VILLA SOLDATI,8,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus San Martín- EST 2 de abril,Creatividad e Innovación,,2017,AGRONOMIA,15,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus San Martín- EST Agronomía,Creatividad e Innovación,,2017,AGRONOMIA,15,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus San Martín- EST Álvarez Jonte,Creatividad e Innovación,,2017,PATERNAL,15,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus San Martín- EST Comunicaciones,Creatividad e Innovación,,2017,AGRONOMIA,15,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus San Martín- EST Donato Álvarez,Creatividad e Innovación,,2017,PATERNAL,15,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus San Martín- EST Empedrado,Creatividad e Innovación,,2017,AGRONOMIA,15,
,-35,-59,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus San Martín- EST José Cubas,Creatividad e Innovación,,2017,VILLA DEVOTO,11,
,-35,-59,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus San Martín- EST Ladines,Creatividad e Innovación,,2017,VILLA DEVOTO,11,
,-35,-59,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus San Martín- EST Mosconi,Creatividad e Innovación,,2017,VILLA DEVOTO,11,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus San Martín- EST Pappo Napolitano,Creatividad e Innovación,,2017,PATERNAL,15,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus San Martín- EST Roffo,Creatividad e Innovación,,2017,AGRONOMIA,15,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus San Martín- EST Solano Lopez,Creatividad e Innovación,,2017,AGRONOMIA,15,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA CANADÁ,Creatividad e Innovación,,2017,RETIRO,1,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA CARRIL. SALVADOR MARIA DEL,Creatividad e Innovación,,2017,RETIRO,1,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA CAVAGNA MARTINEZ. ILDEFONSO F.,Creatividad e Innovación,,2017,SAAVEDRA,12,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA DE CATALUÑA,Creatividad e Innovación,,2017,RETIRO,1,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA DE LA BANDERA,Creatividad e Innovación,,2017,VELEZ SARSFIELD,10,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA DEL CONGRESO,Creatividad e Innovación,,2017,MONSERRAT,1,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA DEL CORREO,Creatividad e Innovación,,2017,SAN NICOLAS,1,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA DEL VALLE. ARISTÓBULO,Creatividad e Innovación,,2017,VILLA DEL PARQUE,11,
,-35,-59,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA DERECHOS DEL HOMBRE,Creatividad e Innovación,,2017,VILLA LURO,10,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA ECHEVERRIA,Creatividad e Innovación,,2017,VILLA URQUIZA,12,
,-35,-59,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA EJERCITO DE LOS ANDES,Creatividad e Innovación,,2017,VILLA LURO,10,
,-35,-59,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA EL MAESTRO,Creatividad e Innovación,,2017,VILLA DEVOTO,11,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),"Punto WiFi PLAZA ERNESTO ""CHE"" GUEVARA ( ex FALCON. RAMON L.. Cnel.)",Creatividad e Innovación,,2017,VELEZ SARSFIELD,10,
,-35,-59,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA GUATEMALA,Creatividad e Innovación,,2017,VERSALLES,10,
,-35,-59,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA LAFITTE. FERMIN. Monseñor,Creatividad e Innovación,,2017,MONTE CASTRO,10,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA LIBERTAD,Creatividad e Innovación,,2017,RETIRO,1,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Plaza Lineal Perú. Entre Belgrano y Independencia,Creatividad e Innovación,,2017,MONSERRAT,1,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA MAFALDA,Creatividad e Innovación,,2017,COLEGIALES,13,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA MONTE CASTRO,Creatividad e Innovación,,2017,MONTE CASTRO,10,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA MORENO. MARIANO,Creatividad e Innovación,,2017,MONSERRAT,1,
,-35,-59,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Plaza Nunca Más,Creatividad e Innovación,,2017,VILLA PUEYRREDON,12,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA PASEO DE LA PAZ,Creatividad e Innovación,,2017,VILLA URQUIZA,12,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA PASO. JUAN JOSE,Creatividad e Innovación,,2017,COLEGIALES,13,
,-35,-59,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA RICCHIERI. PABLO. Tte. Gral.,Creatividad e Innovación,,2017,VILLA DEVOTO,11,
,-35,-59,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA RODRIGUEZ. MARTÍN,Creatividad e Innovación,,2017,VILLA PUEYRREDON,12,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA SÁENZ PEÑA. ROQUE. Dr.,Creatividad e Innovación,,2017,VILLA GRAL. MITRE,11,
,-35,-59,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA SOLANO LIMA. VICENTE. Dr.,Creatividad e Innovación,,2017,SAAVEDRA,12,
,-35,-59,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA TERÁN. JUAN BAUTISTA. Dr.,Creatividad e Innovación,,2017,VILLA REAL,10,
,-35,-59,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA VACCAREZZA. ALBERTO,Creatividad e Innovación,,2017,VILLA LURO,10,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA Vélez Sarsfield,Creatividad e Innovación,,2017,FLORESTA,10,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA VICUÑA MACKENNA. BENJAMIN,Creatividad e Innovación,,2017,SAAVEDRA,12,
,-35,-59,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA VILLA REAL,Creatividad e Innovación,,2017,VILLA REAL,10,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi PLAZA ZAPIOLA. JOSÉ MATÍAS. Brig. Gral.,Creatividad e Innovación,,2017,VILLA URQUIZA,12,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),"Punto WiFi PLAZOLETA EMBAJADA DE ISRAEL ""PLAZOLETA EN MEMORIA DEL ATENTADO""",Creatividad e Innovación,,2017,RETIRO,1,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi - Barrio 31 -Plaza de María,Creatividad e Innovación,,2017,RETIRO,1,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi - Barrio 31 -Galpón,Creatividad e Innovación,,2017,RETIRO,1,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi - Barrio 31 -Feria,Creatividad e Innovación,,2017,RETIRO,1,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi - Barrio 31 -Cancha Güemes,Creatividad e Innovación,,2017,RETIRO,1,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi - Plaza de la República,Creatividad e Innovación,,2017,SAN NICOLAS,1,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto Wifi - Plaza Guemes,Creatividad e Innovación,,2017,Palermo,14,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto Wifi - Paseo Comercial Once,Creatividad e Innovación,,2017,Balvanera,3,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus Juan B. Justo- EST Av. Corrientes,Creatividad e Innovación,,2017,Villa Crespo,15,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus Juan B. Justo- EST PacÃ­fico,Creatividad e Innovación,,2017,Palermo,14,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus Juan B. Justo- EST Guatemala,Creatividad e Innovación,,2017,Palermo,14,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus Juan B. Justo- EST Honduras,Creatividad e Innovación,,2017,Palermo,14,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus Juan B. Justo- EST Aguirre,Creatividad e Innovación,,2017,Villa Crespo,15,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus Juan B. Justo- EST Murillo,Creatividad e Innovación,,2017,Villa Crespo,15,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus Juan B. Justo- EST Av. Honorio Pueyrredon,Creatividad e Innovación,,2017,Villa Crespo,15,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus Juan B. Justo- EST Av. San Martin,Creatividad e Innovación,,2017,Villa Crespo,15,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus Juan B. Justo- EST Boyaca,Creatividad e Innovación,,2017,Villa Gral. Mitre,11,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus Juan B. Justo- EST Artigas,Creatividad e Innovación,,2017,Villa Gral. Mitre,11,
,-35,-58,16,Duplicar puntos de acceso WIFI en espacios públicos (2017),Punto WiFi Metrobus Juan B. Justo- EST Av. Nazca,Creatividad e Innovación,,2017,Villa Santa Rita,11,
